# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 69K of event 'cpu-clock:pppH'
# Event count (approx.): 17286500000
#
# Overhead  Command          Shared Object       Symbol                                                                
# ........  ...............  ..................  ......................................................................
#
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000057eca0
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000057ed85
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000057ed9e
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000582883
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000058289d
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000584703
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000584765
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000058480d
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597a82
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597aaa
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597b44
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597b84
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000597ec9
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000005995f1
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000599615
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000599624
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000059963f
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000599857
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000059985b
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000599877
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000059987b
     0.00%  DartWorker       libpthread-2.31.so  [.] __pthread_mutexattr_init
     0.00%  DartWorker       libtransport.so     [.] ev_idle_start@plt
     0.00%  DartWorker       libtransport.so     [.] fiber_channel_has_readers@plt
     0.00%  DartWorker       libtransport.so     [.] mempool_alloc@plt
     0.00%  DartWorker       libtransport.so     [.] mslab_alloc@plt
     0.00%  DartWorker       libtransport.so     [.] transport_channel_allocate_write_payload
     0.00%  DartWorker       [kernel.vmlinux]    [k] ___slab_alloc
     0.00%  DartWorker       [kernel.vmlinux]    [k] __check_heap_object
     0.00%  DartWorker       [kernel.vmlinux]    [k] __get_vma_policy
     0.00%  DartWorker       [kernel.vmlinux]    [k] __io_arm_poll_handler
     0.00%  DartWorker       [kernel.vmlinux]    [k] __mod_node_page_state
     0.00%  DartWorker       [kernel.vmlinux]    [k] __next_zones_zonelist
     0.00%  DartWorker       [kernel.vmlinux]    [k] __wake_up_common_lock
     0.00%  DartWorker       [kernel.vmlinux]    [k] __wake_up_sync_key
     0.00%  DartWorker       [kernel.vmlinux]    [k] _find_next_bit
     0.00%  DartWorker       [kernel.vmlinux]    [k] add_wait_queue
     0.00%  DartWorker       [kernel.vmlinux]    [k] blk_cgroup_congested
     0.00%  DartWorker       [kernel.vmlinux]    [k] clear_huge_page
     0.00%  DartWorker       [kernel.vmlinux]    [k] cmpxchg_double_slab.constprop.0.isra.0
     0.00%  DartWorker       [kernel.vmlinux]    [k] file_tty_write.constprop.0
     0.00%  DartWorker       [kernel.vmlinux]    [k] find_vma
     0.00%  DartWorker       [kernel.vmlinux]    [k] futex_unqueue
     0.00%  DartWorker       [kernel.vmlinux]    [k] get_signal
     0.00%  DartWorker       [kernel.vmlinux]    [k] handle_mm_fault
     0.00%  DartWorker       [kernel.vmlinux]    [k] hrtimer_cancel
     0.00%  DartWorker       [kernel.vmlinux]    [k] io_apoll_task_func
     0.00%  DartWorker       [kernel.vmlinux]    [k] io_poll_tw_hash_eject
     0.00%  DartWorker       [kernel.vmlinux]    [k] io_queue_async
     0.00%  DartWorker       [kernel.vmlinux]    [k] io_uring_del_tctx_node
     0.00%  DartWorker       [kernel.vmlinux]    [k] ip_local_out
     0.00%  DartWorker       [kernel.vmlinux]    [k] ip_queue_xmit
     0.00%  DartWorker       [kernel.vmlinux]    [k] ip_send_unicast_reply
     0.00%  DartWorker       [kernel.vmlinux]    [k] jiffies_to_usecs
     0.00%  DartWorker       [kernel.vmlinux]    [k] kmem_cache_free_bulk.part.0
     0.00%  DartWorker       [kernel.vmlinux]    [k] ksize
     0.00%  DartWorker       [kernel.vmlinux]    [k] llist_add_batch
     0.00%  DartWorker       [kernel.vmlinux]    [k] load_balance
     0.00%  DartWorker       [kernel.vmlinux]    [k] map_id_up
     0.00%  DartWorker       [kernel.vmlinux]    [k] mas_find
     0.00%  DartWorker       [kernel.vmlinux]    [k] mem_cgroup_from_task
     0.00%  DartWorker       [kernel.vmlinux]    [k] mod_timer
     0.00%  DartWorker       [kernel.vmlinux]    [k] mt_find
     0.00%  DartWorker       [kernel.vmlinux]    [k] native_write_msr
     0.00%  DartWorker       [kernel.vmlinux]    [k] nf_ip_checksum
     0.00%  DartWorker       [kernel.vmlinux]    [k] ns_to_timespec64
     0.00%  DartWorker       [kernel.vmlinux]    [k] page_frag_free
     0.00%  DartWorker       [kernel.vmlinux]    [k] perf_iterate_ctx
     0.00%  DartWorker       [kernel.vmlinux]    [k] queue_work_on
     0.00%  DartWorker       [kernel.vmlinux]    [k] rb_erase
     0.00%  DartWorker       [kernel.vmlinux]    [k] sk_page_frag_refill
     0.00%  DartWorker       [kernel.vmlinux]    [k] skb_copy_datagram_iter
     0.00%  DartWorker       [kernel.vmlinux]    [k] tcp_cleanup_rbuf
     0.00%  DartWorker       [kernel.vmlinux]    [k] tcp_filter
     0.00%  DartWorker       [kernel.vmlinux]    [k] tcp_options_write
     0.00%  DartWorker       [kernel.vmlinux]    [k] tcp_stream_memory_free
     0.00%  DartWorker       [kernel.vmlinux]    [k] tcp_tx_timestamp
     0.00%  DartWorker       [kernel.vmlinux]    [k] uncharge_batch
     0.00%  DartWorker       [virtio_ring]       [k] virtqueue_get_buf_ctx_split
     0.00%  DartWorker       [virtio_ring]       [k] vring_unmap_one_split
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000001d5824
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000001e97f6
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000001e9821
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000001e9837
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000001eac0e
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000001eac18
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000001eac1b
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000001eac36
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000001eac39
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000001eac43
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000001eac48
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000030ae50
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000030b915
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000030b9d6
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000030b9f2
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000030ba8b
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000030ba99
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000030baa1
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000030c2a9
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000030c2af
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000030c2be
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000030c2d1
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000030c2df
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000030c365
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000030c380
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000030c381
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000030c384
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000030c3d6
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000030c3e3
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000030c3ed
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000030c434
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000030c435
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000030c458
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000030c45b
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000030c46b
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000030e971
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000030e974
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000030e9ae
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000312d36
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000312d3a
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000312d44
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000312d47
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000312d51
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000312d54
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000312d73
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000312daa
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000312dbe
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000312dc8
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000312ddc
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000312de7
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000312e28
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000312e2c
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000312e35
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000312e36
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000031a067
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000031a06f
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000031a072
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000031a08e
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000031a109
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000031a121
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000031a123
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000031a12e
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000031a132
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000031a191
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000031a1da
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000031a1f2
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000031a1fe
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000031a36d
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000031a378
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000031a38b
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000031a393
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000031a3b1
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000031a3b8
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000031a3bf
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000031a3c6
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000031ceb1
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000031ced8
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000031cf1d
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000322931
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000322938
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000032297b
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003229db
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000322a59
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000322a61
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000329be1
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000329bf0
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000329bfb
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000329c0f
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000329c4c
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000329c6f
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000329d4a
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000331c1c
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003348e1
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003348e6
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000033492a
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000334952
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000334960
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000033497f
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000033499d
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003349a1
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003349c2
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003349c6
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003349de
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003349ea
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000334a20
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000334a2a
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000334a38
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000334a4a
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000334a7a
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000334a91
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000334aa7
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000334aab
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000334ab6
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000334ac5
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000334ad1
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000334b27
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000334b2d
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000334b8d
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000334bc2
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000336871
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000336876
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000033688c
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000336893
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003368a3
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003368ee
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003368f2
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003368f5
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000336922
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000033692b
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000336951
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000336995
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000336998
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003369a0
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003369b2
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003369c0
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003369d9
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003369e0
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003369e8
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003369ed
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000336fe0
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000337046
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000337061
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000033706f
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000033707c
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000337081
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000033e833
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000033e848
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000033e906
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000033e92d
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000033e935
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000033e940
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000033e975
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000033ee00
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000033ee40
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000033ee47
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000033ee55
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000033ee80
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000033ee86
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000033ee9e
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000033eeed
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000033ef3d
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003404b0
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034054b
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003405fb
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000340619
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034062c
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000340665
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034069e
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000340707
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000340721
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000340724
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034072c
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000340734
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034073a
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000340745
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034076c
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003407d0
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003407e8
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003420d8
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003421d9
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003421ec
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000342209
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000342271
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000342287
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000342293
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003422b7
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003422be
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003422eb
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003424af
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003424c5
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000343954
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000344eb9
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000345667
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003456d2
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000345750
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003457a1
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003457a4
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003457d3
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000345825
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034586c
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000345881
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000345888
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034588f
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003473f5
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000347411
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034763b
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000347640
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003476da
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000347700
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003477a0
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000347820
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000347881
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034788c
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000347897
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000347af0
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000347afd
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000347b20
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000347b64
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000347b75
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000347b93
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000347bb0
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000347bb4
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000347bec
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000347c39
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000347c7f
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000347cc0
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000347cdd
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000347cff
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000347d57
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000347d7e
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000347e81
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000347e87
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000347e89
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000347e98
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000347e9f
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000348180
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000348181
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000348210
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000348221
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003483b1
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003488d4
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003488d6
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003488d7
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003488f9
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000348903
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034890e
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034893e
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000348952
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000348966
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003489bc
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000348a10
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000348a13
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000348a20
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000348a26
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000348a46
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000348a5d
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000348aac
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000348abd
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000348e50
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000348e54
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000348e56
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000348e58
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000348e5c
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000349036
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034908f
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034932d
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000349566
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000349581
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000349594
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003496ac
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003496bc
     0.00%  DartWorker       benchmark.exe       [.] 0x00000000003498d5
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000349908
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000349926
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000349938
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034994d
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000349fa8
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000349fad
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000349fbc
     0.00%  DartWorker       benchmark.exe       [.] 0x0000000000349fff
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034a005
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034a0bc
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034a117
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034a395
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034a3b2
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034a3ba
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034a744
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034a745
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034a750
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034a769
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034a795
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034a7b0
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034a7be
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034a7c1
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034a7fc
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034a808
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034a812
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034a81d
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034a81f
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034a836
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034a840
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034a854
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034a859
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034a870
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034a879
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034a8bc
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034a904
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034ab04
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034ab06
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034ab09
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034b3cd
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034b3e0
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034b3f0
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034b40e
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034b413
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034b428
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034b437
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034b460
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034b472
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034b477
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034b47b
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034b47f
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034b494
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034b4d7
     0.00%  DartWorker       benchmark.exe       [.] 0x000000000034b4e5
